,Name,NOC,Discipline,country,lat,lon
5944,BALOYES Bernardo,Colombia,Athletics,Colombia,2.8894434,-73.783892
5945,CABAL Juan-Sebastian,Colombia,Tennis,Colombia,2.8894434,-73.783892
5946,CARRILLO Yeseida,Colombia,Athletics,Colombia,2.8894434,-73.783892
5947,CASTANEDA Jhon Alexander,Colombia,Athletics,Colombia,2.8894434,-73.783892
5948,CHAVES RUBIO Jhoan Esteban,Colombia,Cycling Road,Colombia,2.8894434,-73.783892
5949,GALAN Daniel Elahi,Colombia,Tennis,Colombia,2.8894434,-73.783892
5950,GALVIS Sandra Viviana,Colombia,Athletics,Colombia,2.8894434,-73.783892
5951,GONZALEZ Ivan Dario,Colombia,Athletics,Colombia,2.8894434,-73.783892
5952,GONZALEZ Melissa,Colombia,Athletics,Colombia,2.8894434,-73.783892
5953,GONZALEZ ORTIZ Luis Jhancarlos,Colombia,Skateboarding,Colombia,2.8894434,-73.783892
5954,HERNANDEZ Angel,Colombia,Trampoline Gymnastics,Colombia,2.8894434,-73.783892
5955,HIGUITA GARCIA Sergio Andres,Colombia,Cycling Road,Colombia,2.8894434,-73.783892
5956,HORTA ACEVEDO Julian Stiven,Colombia,Wrestling,Colombia,2.8894434,-73.783892
5957,IBARGUEN Caterine,Colombia,Athletics,Colombia,2.8894434,-73.783892
5958,IZQUIERDO MENDEZ Carlos Arturo,Colombia,Wrestling,Colombia,2.8894434,-73.783892
5959,MARTINEZ RIVAS Yuberjen Herney,Colombia,Boxing,Colombia,2.8894434,-73.783892
5960,MENA PEDROZA Raul Hernan,Colombia,Athletics,Colombia,2.8894434,-73.783892
5961,MONTANA Jose,Colombia,Athletics,Colombia,2.8894434,-73.783892
5962,MORALES MENDOZA Sebastian,Colombia,Diving,Colombia,2.8894434,-73.783892
5963,MOSQUERA LOZANO Luis Javier,Colombia,Weightlifting,Colombia,2.8894434,-73.783892
5964,MUNOZ Sebastian,Colombia,Golf,Colombia,2.8894434,-73.783892
5965,MURILLO VALDES Jorge,Colombia,Swimming,Colombia,2.8894434,-73.783892
5966,OCHOA FERNANDEZ Jefferson,Colombia,Taekwondo,Colombia,2.8894434,-73.783892
5967,ORJUELA Angie,Colombia,Athletics,Colombia,2.8894434,-73.783892
5968,ORTEGA Mauricio,Colombia,Athletics,Colombia,2.8894434,-73.783892
5969,OSORIO SERRANO Maria Camila,Colombia,Tennis,Colombia,2.8894434,-73.783892
5970,PALOMEQUE Diego,Colombia,Athletics,Colombia,2.8894434,-73.783892
5971,PATINO BEDOYA Paula Andrea,Colombia,Cycling Road,Colombia,2.8894434,-73.783892
5972,PELLUARD Vincent,Colombia,Cycling BMX Racing,Colombia,2.8894434,-73.783892
5973,PEREZ TIGRERO Mercedes Isabel,Colombia,Weightlifting,Colombia,2.8894434,-73.783892
5974,PERLAZA Jhon Alejandro,Colombia,Athletics,Colombia,2.8894434,-73.783892
5975,PINEDA Daniel Felipe,Colombia,Archery,Colombia,2.8894434,-73.783892
5976,PINZON Diego,Colombia,Athletics,Colombia,2.8894434,-73.783892
5977,QUINTANA Nairo,Colombia,Cycling Road,Colombia,2.8894434,-73.783892
5978,QUINTERO CHAVARRO Kevin Santiago,Colombia,Cycling Track,Colombia,2.8894434,-73.783892
5979,RAMIREZ VARGAS Andrea,Colombia,Taekwondo,Colombia,2.8894434,-73.783892
5980,RAMIREZ YEPES Carlos Alberto,Colombia,Cycling BMX Racing,Colombia,2.8894434,-73.783892
5981,RESTREPO GARCIA Daniel,Colombia,Diving,Colombia,2.8894434,-73.783892
5982,RODALLEGAS CARVAJAL Brayan Santiago,Colombia,Weightlifting,Colombia,2.8894434,-73.783892
5983,RUIZ Jorge,Colombia,Athletics,Colombia,2.8894434,-73.783892
5984,SALCEDO CODAZI Cristian Camilo,Colombia,Boxing,Colombia,2.8894434,-73.783892
5985,SAN MARTIN Carlos Andres,Colombia,Athletics,Colombia,2.8894434,-73.783892
5986,SOLIS Jhon Alexander,Colombia,Athletics,Colombia,2.8894434,-73.783892
5987,SOTO Manuel Esteban,Colombia,Athletics,Colombia,2.8894434,-73.783892
5988,SUAREZ Jeison Alexander,Colombia,Athletics,Colombia,2.8894434,-73.783892
5989,TERAN TAFUR Roberto,Colombia,Equestrian,Colombia,2.8894434,-73.783892
5990,TIGREROS URBANO Oscar Eduardo,Colombia,Wrestling,Colombia,2.8894434,-73.783892
5991,TOBAR PRADO Bernardo,Colombia,Shooting,Colombia,2.8894434,-73.783892
5992,URAN Rigoberto,Colombia,Cycling Road,Colombia,2.8894434,-73.783892
5993,URIBE DURAN Maria,Colombia,Golf,Colombia,2.8894434,-73.783892
5994,URRUTIA Yosiris,Colombia,Athletics,Colombia,2.8894434,-73.783892
5995,VALENCIA VICTORIA Ingrit Lorena,Colombia,Boxing,Colombia,2.8894434,-73.783892
5996,van ERVEN GARCIA Saskia Loretta,Colombia,Fencing,Colombia,2.8894434,-73.783892
5997,VIVAS PALACIOS Jorge Luis,Colombia,Boxing,Colombia,2.8894434,-73.783892
5998,ZAMBRANO Anthony Jose,Colombia,Athletics,Colombia,2.8894434,-73.783892
5999,ACOSTA Marcelo,El Salvador,Swimming,El Salvador,13.8000382,-88.9140683
6000,ARATHOON PACAS Enrique Jose,El Salvador,Sailing,El Salvador,13.8000382,-88.9140683
6001,MARQUEZ Celina,El Salvador,Swimming,El Salvador,13.8000382,-88.9140683
6002,SALAZAR Jose Andres,El Salvador,Athletics,El Salvador,13.8000382,-88.9140683
6003,SOLORZANO Yamileth,El Salvador,Boxing,El Salvador,13.8000382,-88.9140683
6004,ADAM Constantin,Romania,Rowing,Romania,45.9852129,24.6859225
6005,AICOBOAE Vlad,Romania,Rowing,Romania,45.9852129,24.6859225
6006,AILINCAI Adriana,Romania,Rowing,Romania,45.9852129,24.6859225
6007,AIOANI Marian,Romania,Football,Romania,45.9852129,24.6859225
6008,ALEXUC CIURARIU Alin,Romania,Wrestling,Romania,45.9852129,24.6859225
6009,AMAISTROAIE Madalina,Romania,Archery,Romania,45.9852129,24.6859225
6010,ANA Andreea Beatrice,Romania,Wrestling,Romania,45.9852129,24.6859225
6011,ANGHEL Roxana,Romania,Rowing,Romania,45.9852129,24.6859225
6012,ARTENI Florin,Romania,Rowing,Romania,45.9852129,24.6859225
6013,BALUTA Tudor,Romania,Football,Romania,45.9852129,24.6859225
6014,BEJAN Sergiu,Romania,Rowing,Romania,45.9852129,24.6859225
6015,BEJINARIU Viviana,Romania,Rowing,Romania,45.9852129,24.6859225
6016,BELEAGA Gianina,Romania,Rowing,Romania,45.9852129,24.6859225
6017,BERES Amalia,Romania,Rowing,Romania,45.9852129,24.6859225
6018,BERES Madalina,Romania,Rowing,Romania,45.9852129,24.6859225
6019,BOBOC Radu,Romania,Football,Romania,45.9852129,24.6859225
6020,BOBOCEA Claudia Mihaela,Romania,Athletics,Romania,45.9852129,24.6859225
6021,BODNAR Ancuta,Romania,Rowing,Romania,45.9852129,24.6859225
6022,BUHUS Iuliana,Romania,Rowing,Romania,45.9852129,24.6859225
6023,BUZARNESCU Mihaela,Romania,Tennis,Romania,45.9852129,24.6859225
6024,CHINDRIS Andrei,Romania,Football,Romania,45.9852129,24.6859225
6025,CHIOSEAUA Alexandru,Romania,Rowing,Romania,45.9852129,24.6859225
6026,CHIRILA Catalin,Romania,Canoe Sprint,Romania,45.9852129,24.6859225
6027,CHITU Andreea,Romania,Judo,Romania,45.9852129,24.6859225
6028,CIOBANU Andrei,Romania,Football,Romania,45.9852129,24.6859225
6029,COCIORAN Marius Iulian,Romania,Athletics,Romania,45.9852129,24.6859225
6030,COSTEA Bianca-Andreea,Romania,Swimming,Romania,45.9852129,24.6859225
6031,COZMIUC Ionela,Romania,Rowing,Romania,45.9852129,24.6859225
6032,COZMIUC Marius,Romania,Rowing,Romania,45.9852129,24.6859225
6033,CUIC Claudia,Romania,3x3 Basketball,Romania,45.9852129,24.6859225
6034,DASCALU Vlad,Romania,Cycling Mountain Bike,Romania,45.9852129,24.6859225
6035,DEACONU Ronaldo,Romania,Football,Romania,45.9852129,24.6859225
6036,DEDU Georgiana,Romania,Rowing,Romania,45.9852129,24.6859225
6037,DOBRE Alexandru,Romania,Football,Romania,45.9852129,24.6859225
6038,DODEAN Daniela,Romania,Table Tennis,Romania,45.9852129,24.6859225
6039,DRAGULESCU Marian,Romania,Artistic Gymnastics,Romania,45.9852129,24.6859225
6040,DRUNCEA Daniela,Romania,Rowing,Romania,45.9852129,24.6859225
6041,DUCHAMPT Felix,Romania,Triathlon,Romania,45.9852129,24.6859225
6042,DULCA Marco,Romania,Football,Romania,45.9852129,24.6859225
6043,ENACHE Marian,Romania,Rowing,Romania,45.9852129,24.6859225
6044,FIRFIRICA Alin Alexandru,Romania,Athletics,Romania,45.9852129,24.6859225
6045,FLORESCU Eduard,Romania,Football,Romania,45.9852129,24.6859225
6046,GANEA George,Romania,Football,Romania,45.9852129,24.6859225
6047,GHELBER Bianca Florentina,Romania,Athletics,Romania,45.9852129,24.6859225
6048,GHEORGHE Ion,Romania,Football,Romania,45.9852129,24.6859225
6049,GHEORGHE Valentin,Romania,Football,Romania,45.9852129,24.6859225
6050,GHITA Virgil,Romania,Football,Romania,45.9852129,24.6859225
6051,GIRLEANU Cosmin-Petre,Romania,Boxing,Romania,45.9852129,24.6859225
6052,GLINTA Robert,Romania,Swimming,Romania,45.9852129,24.6859225
6053,GROSU Eduard-Michael,Romania,Cycling Road,Romania,45.9852129,24.6859225
6054,HEGHES Madalina,Romania,Rowing,Romania,45.9852129,24.6859225
6055,HOLBURA Maria,Romania,Artistic Gymnastics,Romania,45.9852129,24.6859225
6056,HUC Ciprian,Romania,Rowing,Romania,45.9852129,24.6859225
6057,ILIE Laura-Georgeta,Romania,Shooting,Romania,45.9852129,24.6859225
6058,INCZE Kriszta Tunde,Romania,Wrestling,Romania,45.9852129,24.6859225
6059,IONESCU Ovidiu,Romania,Table Tennis,Romania,45.9852129,24.6859225
6060,IORDACHE Larisa Andreea,Romania,Artistic Gymnastics,Romania,45.9852129,24.6859225
6061,IUSCO Florentina Costina,Romania,Athletics,Romania,45.9852129,24.6859225
6062,LEHACI Florin,Romania,Rowing,Romania,45.9852129,24.6859225
6063,LOGOFATU Elena,Romania,Rowing,Romania,45.9852129,24.6859225
6064,MARGINEAN Gabriela,Romania,3x3 Basketball,Romania,45.9852129,24.6859225
6065,MARIN Marius,Romania,Football,Romania,45.9852129,24.6859225
6066,MARTIN Daniel,Romania,Swimming,Romania,45.9852129,24.6859225
6067,MIKLOS Andrea,Romania,Athletics,Romania,45.9852129,24.6859225
6068,MUNTEANU Adrian,Romania,Rowing,Romania,45.9852129,24.6859225
6069,NECHITA Maria Claudia,Romania,Boxing,Romania,45.9852129,24.6859225
6070,NICULESCU Monica,Romania,Tennis,Romania,45.9852129,24.6859225
6071,NOVAC Alexandru Mihaita,Romania,Athletics,Romania,45.9852129,24.6859225
6072,OLARU Raluca,Romania,Tennis,Romania,45.9852129,24.6859225
6073,PASCANU Alexandru,Romania,Football,Romania,45.9852129,24.6859225
6074,PASCARI Cosmin,Romania,Rowing,Romania,45.9852129,24.6859225
6075,POPA Mihai,Romania,Football,Romania,45.9852129,24.6859225
6076,POPESCU Ana Maria,Romania,Fencing,Romania,45.9852129,24.6859225
6077,POPESCU Cristina,Romania,Rowing,Romania,45.9852129,24.6859225
6078,PRUNDEANU Ioan,Romania,Rowing,Romania,45.9852129,24.6859225
6079,RADIS Simona,Romania,Rowing,Romania,45.9852129,24.6859225
6080,RADU Constantin,Romania,Rowing,Romania,45.9852129,24.6859225
6081,RAICU Alexandru,Romania,Judo,Romania,45.9852129,24.6859225
6082,ROTARU-KOTTMANN Alina,Romania,Athletics,Romania,45.9852129,24.6859225
6083,RUSU Magdalena,Romania,Rowing,Romania,45.9852129,24.6859225
6084,SAMARA Elizabeta,Romania,Table Tennis,Romania,45.9852129,24.6859225
6085,SARITOV Albert,Romania,Wrestling,Romania,45.9852129,24.6859225
6086,SEFER Antonio,Romania,Football,Romania,45.9852129,24.6859225
6087,SEMCIUC Mugurel Vasile,Romania,Rowing,Romania,45.9852129,24.6859225
6088,SIMIONESCU Vladut,Romania,Judo,Romania,45.9852129,24.6859225
6089,SINTEAN Andrei,Romania,Football,Romania,45.9852129,24.6859225
6090,STANCIU Daniela,Romania,Athletics,Romania,45.9852129,24.6859225
6091,STEFAN Florin,Romania,Football,Romania,45.9852129,24.6859225
6092,STOENESCU Ancuta,Romania,3x3 Basketball,Romania,45.9852129,24.6859225
6093,SZOCS Bernadette,Romania,Table Tennis,Romania,45.9852129,24.6859225
6094,TARNOVANU Stefan,Romania,Football,Romania,45.9852129,24.6859225
6095,TEODOSIU Iulian,Romania,Fencing,Romania,45.9852129,24.6859225
6096,TIGANESCU Mihaita,Romania,Rowing,Romania,45.9852129,24.6859225
6097,TILVESCU Denisa,Romania,Rowing,Romania,45.9852129,24.6859225
6098,TIVODARIU Maria,Romania,Rowing,Romania,45.9852129,24.6859225
6099,TOADER Andrei Rares,Romania,Athletics,Romania,45.9852129,24.6859225
6100,URSU Sonia,Romania,3x3 Basketball,Romania,45.9852129,24.6859225
6101,VRINCEANU Ioana,Romania,Rowing,Romania,45.9852129,24.6859225
6102,VUC Emilia Alina,Romania,Wrestling,Romania,45.9852129,24.6859225
6103,ADAMEK Klaudia,Poland,Athletics,Poland,52.215933,19.134422
6104,ADAMKIEWICZ Patrycja,Poland,Taekwondo,Poland,52.215933,19.134422
6105,ADAMUS Bartlomiej Stejan,Poland,Weightlifting,Poland,52.215933,19.134422
6106,ANDREJCZYK Maria,Poland,Athletics,Poland,52.215933,19.134422
6107,AUGUSTYN Rafal,Poland,Athletics,Poland,52.215933,19.134422
6108,BACMAGA Dominika,Poland,Athletics,Poland,52.215933,19.134422
6109,BAJOR Natalia,Poland,Table Tennis,Poland,52.215933,19.134422
6110,BARANSKI Fabian,Poland,Rowing,Poland,52.215933,19.134422
6111,BARNIAK Tomasz,Poland,Canoe Sprint,Poland,52.215933,19.134422
6112,BARTNIK Tomasz,Poland,Shooting,Poland,52.215933,19.134422
6113,BAUMGART-WITAN Iga,Poland,Athletics,Poland,52.215933,19.134422
6114,BERNAT Laura,Poland,Swimming,Poland,52.215933,19.134422
6115,BISKUP Mateusz,Poland,Rowing,Poland,52.215933,19.134422
6116,BODNAR Maciej,Poland,Cycling Road,Poland,52.215933,19.134422
6117,BORKOWSKI Mateusz,Poland,Athletics,Poland,52.215933,19.134422
6118,BOROWSKA Dorota,Poland,Canoe Sprint,Poland,52.215933,19.134422
6119,BRES Klaudia,Poland,Shooting,Poland,52.215933,19.134422
6120,BRODKA Amelia,Poland,Skateboarding,Poland,52.215933,19.134422
6121,BRYL Michal,Poland,Beach Volleyball,Poland,52.215933,19.134422
6122,BRZEZINSKI Marcin,Poland,Rowing,Poland,52.215933,19.134422
6123,BRZOZOWSKI Artur,Poland,Athletics,Poland,52.215933,19.134422
6124,BUKOWIECKI Konrad,Poland,Athletics,Poland,52.215933,19.134422
6125,CHABEL Monika,Poland,Rowing,Poland,52.215933,19.134422
6126,CHABEL Wiktor,Poland,Rowing,Poland,52.215933,19.134422
6127,CHABOWSKI Marcin,Poland,Athletics,Poland,52.215933,19.134422
6128,CYBULSKA Malgorzata,Poland,Equestrian,Poland,52.215933,19.134422
6129,CZAJA Dominik,Poland,Rowing,Poland,52.215933,19.134422
6130,CZERNIAK Konrad,Poland,Swimming,Poland,52.215933,19.134422
6131,CZYKIER Damian,Poland,Athletics,Poland,52.215933,19.134422
6132,DITTMANN Joanna,Poland,Rowing,Poland,52.215933,19.134422
6133,DOBEK Patryk,Poland,Athletics,Poland,52.215933,19.134422
6134,DRABIK Sandra,Poland,Boxing,Poland,52.215933,19.134422
6135,DRZYZGA Fabian,Poland,Volleyball,Poland,52.215933,19.134422
6136,DURKACZ Damian,Poland,Boxing,Poland,52.215933,19.134422
6137,DUSZYNSKI Kajetan,Poland,Athletics,Poland,52.215933,19.134422
6138,FAJDEK Pawel,Poland,Athletics,Poland,52.215933,19.134422
6139,FIJALEK Grzegorz,Poland,Beach Volleyball,Poland,52.215933,19.134422
6140,FIODOROW Joanna,Poland,Athletics,Poland,52.215933,19.134422
6141,GACKA Kinga,Poland,Athletics,Poland,52.215933,19.134422
6142,GADZHIEV Magomedmurad,Poland,Wrestling,Poland,52.215933,19.134422
6143,GALANT Martyna,Poland,Athletics,Poland,52.215933,19.134422
6144,GARDZIELEWSKI Arkadiusz,Poland,Athletics,Poland,52.215933,19.134422
6145,GLAZUNOW Wiktor,Poland,Canoe Sprint,Poland,52.215933,19.134422
6146,GOLA Marlena,Poland,Athletics,Poland,52.215933,19.134422
6147,GRZEGORZEWICZ Patryk,Poland,Athletics,Poland,52.215933,19.134422
6148,GUBA Paulina,Poland,Athletics,Poland,52.215933,19.134422
6149,GUTKOWSKI Lukasz,Poland,Modern Pentathlon,Poland,52.215933,19.134422
6150,GUZOWSKA Paulina,Poland,Athletics,Poland,52.215933,19.134422
6151,HARATYK Michal,Poland,Athletics,Poland,52.215933,19.134422
6152,HEDWIG Grzegorz,Poland,Canoe Slalom,Poland,52.215933,19.134422
6153,HICKS Michael,Poland,3x3 Basketball,Poland,52.215933,19.134422
6154,HOLUB-KOWALIK Malgorzata,Poland,Athletics,Poland,52.215933,19.134422
6155,HURKACZ Hubert,Poland,Tennis,Poland,52.215933,19.134422
6156,JARECKA Aleksandra,Poland,Fencing,Poland,52.215933,19.134422
6157,JARMOLINSKA Aleksandra,Poland,Shooting,Poland,52.215933,19.134422
6158,JELINSKA Martyna,Poland,Fencing,Poland,52.215933,19.134422
6159,JOZWIK Joanna,Poland,Athletics,Poland,52.215933,19.134422
6160,KACZMAREK Lukasz,Poland,Volleyball,Poland,52.215933,19.134422
6161,KACZMAREK Natalia,Poland,Athletics,Poland,52.215933,19.134422
6162,KAMINSKI Jan,Poland,Equestrian,Poland,52.215933,19.134422
6163,KAMINSKI Mateusz,Poland,Canoe Sprint,Poland,52.215933,19.134422
6164,KANTOR Piotr,Poland,Beach Volleyball,Poland,52.215933,19.134422
6165,KARDASZ Klaudia,Poland,Athletics,Poland,52.215933,19.134422
6166,KARWACKA Marlena,Poland,Cycling Track,Poland,52.215933,19.134422
6167,KAWECKI Radoslaw,Poland,Swimming,Poland,52.215933,19.134422
6168,KIELBASINSKA Anna,Poland,Athletics,Poland,52.215933,19.134422
6169,KNAPIK-MIAZGA Renata,Poland,Fencing,Poland,52.215933,19.134422
6170,KOBUS-ZAWOJSKA Agnieszka,Poland,Rowing,Poland,52.215933,19.134422
6171,KOCHANOWSKI Jakub,Poland,Volleyball,Poland,52.215933,19.134422
6172,KOLODZINSKI Pawel,Poland,Sailing,Poland,52.215933,19.134422
6173,KONIECZEK Alicja,Poland,Athletics,Poland,52.215933,19.134422
6174,KONIECZEK Aneta,Poland,Athletics,Poland,52.215933,19.134422
6175,KOPRON Malwina,Poland,Athletics,Poland,52.215933,19.134422
6176,KORZENIOWSKI Pawel,Poland,Swimming,Poland,52.215933,19.134422
6177,KOWALCZUK Aleksandra,Poland,Taekwondo,Poland,52.215933,19.134422
6178,KOWALCZYK Julia,Poland,Judo,Poland,52.215933,19.134422
6179,KOWALSKI Jerzy,Poland,Rowing,Poland,52.215933,19.134422
6180,KOWALUK Dariusz,Poland,Athletics,Poland,52.215933,19.134422
6181,KRUKOWSKI Marcin,Poland,Athletics,Poland,52.215933,19.134422
6182,KRZEWINA Jakub,Poland,Athletics,Poland,52.215933,19.134422
6183,KUBIAK Michal,Poland,Volleyball,Poland,52.215933,19.134422
6184,KUBOT Lukasz,Poland,Tennis,Poland,52.215933,19.134422
6185,KUCZERA Piotr,Poland,Judo,Poland,52.215933,19.134422
6186,KUREK Bartosz,Poland,Volleyball,Poland,52.215933,19.134422
6187,KWASNA Magdalena,Poland,Sailing,Poland,52.215933,19.134422
6188,KWIATKOWSKI Michal,Poland,Cycling Road,Poland,52.215933,19.134422
6189,LEON VENERO Wilfredo,Poland,Volleyball,Poland,52.215933,19.134422
6190,LESIEWICZ Kornelia,Poland,Athletics,Poland,52.215933,19.134422
6191,LEWANDOWSKI Marcin,Poland,Athletics,Poland,52.215933,19.134422
6192,LI Qian,Poland,Table Tennis,Poland,52.215933,19.134422
6193,LICWINKO Kamila,Poland,Athletics,Poland,52.215933,19.134422
6194,LINETTE Magda,Poland,Tennis,Poland,52.215933,19.134422
6195,LINKIEWICZ Joanna,Poland,Athletics,Poland,52.215933,19.134422
6196,LISOWSKA Aleksandra,Poland,Athletics,Poland,52.215933,19.134422
6197,LOBODA Kinga,Poland,Sailing,Poland,52.215933,19.134422
6198,LOCHOWSKA Joanna,Poland,Weightlifting,Poland,52.215933,19.134422
6199,LOMACZ Grzegorz,Poland,Volleyball,Poland,52.215933,19.134422
6200,los Urszula,Poland,Cycling Track,Poland,52.215933,19.134422
6201,LOSIAK Bartosz,Poland,Beach Volleyball,Poland,52.215933,19.134422
6202,MACH Angelika,Poland,Athletics,Poland,52.215933,19.134422
6203,MAJCHRZAK Kamil,Poland,Tennis,Poland,52.215933,19.134422
6204,MAJERCZAK Krzysztof,Poland,Canoe Slalom,Poland,52.215933,19.134422
6205,MAJERSKI Jakub,Poland,Swimming,Poland,52.215933,19.134422
6206,MAJKA Rafal,Poland,Cycling Road,Poland,52.215933,19.134422
6207,MAKSEL Krzysztof,Poland,Cycling Track,Poland,52.215933,19.134422
6208,MALACHOWSKI Piotr,Poland,Athletics,Poland,52.215933,19.134422
6209,MALISZEWSKA Anna,Poland,Modern Pentathlon,Poland,52.215933,19.134422
6210,MERONK Adrian,Poland,Golf,Poland,52.215933,19.134422
6211,MICHALIK Tadeusz,Poland,Wrestling,Poland,52.215933,19.134422
6212,MICHALKIEWICZ Olga,Poland,Rowing,Poland,52.215933,19.134422
6213,MICHALSKI Arkadiusz,Poland,Weightlifting,Poland,52.215933,19.134422
6214,MIKOLAJCZEWSKI Artur,Poland,Rowing,Poland,52.215933,19.134422
6215,MIROSLAW Aleksandra,Poland,Sport Climbing,Poland,52.215933,19.134422
6216,MRZYGLOD Cyprian,Poland,Athletics,Poland,52.215933,19.134422
6217,MYSZKA Piotr,Poland,Sailing,Poland,52.215933,19.134422
6218,NADOLSKA Karolina,Poland,Athletics,Poland,52.215933,19.134422
6219,NAJA Karolina,Poland,Canoe Sprint,Poland,52.215933,19.134422
6220,NAPLOSZEK Slawomir,Poland,Archery,Poland,52.215933,19.134422
6221,NIEDZIALEK Lukasz,Poland,Athletics,Poland,52.215933,19.134422
6222,NIEWIADOMA Katarzyna,Poland,Cycling Road,Poland,52.215933,19.134422
6223,NOCETI KLEPACKA Zofia,Poland,Sailing,Poland,52.215933,19.134422
6224,NOWAKOWSKI Piotr,Poland,Volleyball,Poland,52.215933,19.134422
6225,NOWICKI Adam,Poland,Athletics,Poland,52.215933,19.134422
6226,NOWICKI Wojciech,Poland,Athletics,Poland,52.215933,19.134422
6227,OGAR Jolanta,Poland,Sailing,Poland,52.215933,19.134422
6228,OZDOBA-BLACH Agata,Poland,Judo,Poland,52.215933,19.134422
6229,PACUT Beata,Poland,Judo,Poland,52.215933,19.134422
6230,PALUCH Paulina,Poland,Athletics,Poland,52.215933,19.134422
6231,PARTYKA Natalia,Poland,Table Tennis,Poland,52.215933,19.134422
6232,PAWLAK Joanna,Poland,Equestrian,Poland,52.215933,19.134422
6233,PAWLOWSKI Pawel,Poland,3x3 Basketball,Poland,52.215933,19.134422
6234,PERENC Agata,Poland,Judo,Poland,52.215933,19.134422
6235,PIEKARSKA-TWARDOCHEL Magdalena,Poland,Fencing,Poland,52.215933,19.134422
6236,PIKULIK Wiktoria,Poland,Cycling Track,Poland,52.215933,19.134422
6237,PLICHTA Anna,Poland,Cycling Road,Poland,52.215933,19.134422
6238,POPOWICZ-DRAPALA Marika,Poland,Athletics,Poland,52.215933,19.134422
6239,POSNIK Szymon,Poland,Rowing,Poland,52.215933,19.134422
6240,PRZYBYTEK Lukasz,Poland,Sailing,Poland,52.215933,19.134422
6241,PSZCZOLARSKI Wojciech,Poland,Cycling Track,Poland,52.215933,19.134422
6242,PULAWSKA Anna,Poland,Canoe Sprint,Poland,52.215933,19.134422
6243,RDUCH Szymon,Poland,3x3 Basketball,Poland,52.215933,19.134422
6244,ROSOLSKA Alicja,Poland,Tennis,Poland,52.215933,19.134422
6245,ROZMYS Michal,Poland,Athletics,Poland,52.215933,19.134422
6246,RUDYK Mateusz,Poland,Cycling Track,Poland,52.215933,19.134422
6247,RYBICKI Kamil,Poland,Wrestling,Poland,52.215933,19.134422
6248,RZEZNICZAK Mateusz,Poland,Athletics,Poland,52.215933,19.134422
6249,SAJDAK Maria,Poland,Rowing,Poland,52.215933,19.134422
6250,SAJNOK Szymon,Poland,Cycling Track,Poland,52.215933,19.134422
6251,SARNA Angelika,Poland,Athletics,Poland,52.215933,19.134422
6252,SARNACKI Maciej,Poland,Judo,Poland,52.215933,19.134422
6253,SARNECKI Rafal,Poland,Cycling Track,Poland,52.215933,19.134422
6254,SASNAL Gabriela,Poland,Artistic Gymnastics,Poland,52.215933,19.134422
6255,SEMENIUK Kamil,Poland,Volleyball,Poland,52.215933,19.134422
6256,SKIERKA Jakub,Poland,Swimming,Poland,52.215933,19.134422
6257,SKRZYSZOWSKA Pia,Poland,Athletics,Poland,52.215933,19.134422
6258,SLIWKA Aleksander,Poland,Volleyball,Poland,52.215933,19.134422
6259,SOBERA Robert,Poland,Athletics,Poland,52.215933,19.134422
6260,SPISAK Pawel,Poland,Equestrian,Poland,52.215933,19.134422
6261,STACH Aleksandra,Poland,Canoe Slalom,Poland,52.215933,19.134422
6262,STANISZEWSKI Daniel,Poland,Cycling Track,Poland,52.215933,19.134422
6263,STANKIEWICZ Aneta,Poland,Shooting,Poland,52.215933,19.134422
6264,STASIAK Sebastian,Poland,Modern Pentathlon,Poland,52.215933,19.134422
6265,STOJ Bartlomiej,Poland,Athletics,Poland,52.215933,19.134422
6266,STOKOWSKI Kacper,Poland,Swimming,Poland,52.215933,19.134422
6267,SULEK Adrianna,Poland,Athletics,Poland,52.215933,19.134422
6268,SUWARA Wiktor,Poland,Athletics,Poland,52.215933,19.134422
6269,SWIATEK Iga,Poland,Tennis,Poland,52.215933,19.134422
6270,SWIETY-ERSETIC Justyna,Poland,Athletics,Poland,52.215933,19.134422
6271,SWOBODA Ewa,Poland,Athletics,Poland,52.215933,19.134422
6272,SZPAKOWSKI Michal,Poland,Rowing,Poland,52.215933,19.134422
6273,TOMALA Dawid,Poland,Athletics,Poland,52.215933,19.134422
6274,TRZEBINSKA Ewa,Poland,Fencing,Poland,52.215933,19.134422
6275,WALCZYKIEWICZ Marta,Poland,Canoe Sprint,Poland,52.215933,19.134422
6276,WASICK Katarzyna,Poland,Swimming,Poland,52.215933,19.134422
6277,WAWAK Bartlomiej,Poland,Cycling Mountain Bike,Poland,52.215933,19.134422
6278,WIELGOSZ Anna,Poland,Athletics,Poland,52.215933,19.134422
6279,WIELICZKO Marta,Poland,Rowing,Poland,52.215933,19.134422
6280,WIERZBOWSKA Maria,Poland,Rowing,Poland,52.215933,19.134422
6281,WIESIOLEK Pawel,Poland,Athletics,Poland,52.215933,19.134422
6282,WIESZCZEK KORDUS Agnieszka Jadwiga,Poland,Wrestling,Poland,52.215933,19.134422
6283,WILANGOWSKI Mateusz,Poland,Rowing,Poland,52.215933,19.134422
6284,WISNIEWSKA Helena,Poland,Canoe Sprint,Poland,52.215933,19.134422
6285,WLODARCZYK Anita,Poland,Athletics,Poland,52.215933,19.134422
6286,WLOSZCZOWSKA Maja,Poland,Cycling Mountain Bike,Poland,52.215933,19.134422
6287,WOJCIECHOWSKI Pawel,Poland,Athletics,Poland,52.215933,19.134422
